省份,剧种,BV号,视频进度(秒),弹幕内容
河南,豫剧,BV13L411t7MQ,8068.417,好
河南,豫剧,BV13L411t7MQ,1060.896,2025-1-26:29
河南,豫剧,BV13L411t7MQ,1043.104,16
河南,豫剧,BV13L411t7MQ,3653.486,怎么没人
河南,豫剧,BV13L411t7MQ,6169.545,2025年1月26日下午3点26，28人正在观看哈哈哈
河南,豫剧,BV13L411t7MQ,1781.942,妙啊妙啊
河南,豫剧,BV13L411t7MQ,408.547,门官人还挺好的
河南,豫剧,BV13L411t7MQ,6108.489,彩
河南,豫剧,BV13L411t7MQ,4278.288,哈哈哈哈
河南,豫剧,BV13L411t7MQ,4413.309,有
河南,豫剧,BV13L411t7MQ,103.112,有的有的
河南,豫剧,BV13L411t7MQ,770.574,没
河南,豫剧,BV13L411t7MQ,8068.422,击鼓鸣锣响三点
河南,豫剧,BV13L411t7MQ,2796.522,相爷是不是知情呀
河南,豫剧,BV13L411t7MQ,4511.427,好好好
河南,豫剧,BV13L411t7MQ,7794.67,包青天确实优秀
河南,豫剧,BV13L411t7MQ,0.701,1:46:38
河南,豫剧,BV13L411t7MQ,983.13,98年河南人报到
河南,豫剧,BV13L411t7MQ,966.368,这段节奏好棒
河南,豫剧,BV13L411t7MQ,4408.475,有
河南,豫剧,BV13L411t7MQ,5278.057,抛妻弃子，割离父母亲情
河南,豫剧,BV13L411t7MQ,1185.717,置公主与何地？哥们挺会换位思考啊，哈哈，对，杀，为了荣华富贵，神找杀神，鬼找杀鬼，妻找杀妻，子找杀子
河南,豫剧,BV13L411t7MQ,1184.669,怎么成为驸马的，如果有点良心，现在也该承认自己前面的错了，而不是一错再错
河南,豫剧,BV13L411t7MQ,1643.672,我也在
河南,豫剧,BV13L411t7MQ,911.446,有的 兄弟
河南,豫剧,BV13L411t7MQ,4489.918,能
河南,豫剧,BV13L411t7MQ,4477.134,1
河南,豫剧,BV13L411t7MQ,4414.46,有
河南,豫剧,BV13L411t7MQ,3396.413,我呸！
河南,豫剧,BV13L411t7MQ,3361.129,畜牲啊
河南,豫剧,BV13L411t7MQ,3064.112,对牛弹琴。。
河南,豫剧,BV13L411t7MQ,2715.644,相爷：唱的好啊唱的好啊
河南,豫剧,BV13L411t7MQ,1929.878,相爷：我要看好戏了
河南,豫剧,BV13L411t7MQ,1901.047,什么该唱什么不该唱心里有点数
河南,豫剧,BV13L411t7MQ,1826.464,急了
河南,豫剧,BV13L411t7MQ,1371.193,丸辣
河南,豫剧,BV13L411t7MQ,1000.221,泥嚎
河南,豫剧,BV13L411t7MQ,3727.189,校老弟
河南,豫剧,BV13L411t7MQ,1311.857,有的！有的！16岁高二生
河南,豫剧,BV13L411t7MQ,5667.569,怪不得要公主呢
河南,豫剧,BV13L411t7MQ,8003.631,弹幕什么超雄包公，疯狂铡人魔是吧
河南,豫剧,BV13L411t7MQ,7897.604,到现在已经不是钱和命的问题了，是公理和正义的问题
河南,豫剧,BV13L411t7MQ,7755.379,悲壮
河南,豫剧,BV13L411t7MQ,5842.609,铡驸马才更显得包公铁面无私
河南,豫剧,BV13L411t7MQ,5337.662,一步步挑衅包公底线，耶稣也救不了了
河南,豫剧,BV13L411t7MQ,4960.733,陈世美实在是骄狂到了极点，才把自己的命送了
河南,豫剧,BV13L411t7MQ,4960.733,包公给了陈世美一万次机会，在上公堂前一秒认错都能保住一条命
河南,豫剧,BV13L411t7MQ,6192.965,17
河南,豫剧,BV13L411t7MQ,6311.818,好回怼，哈哈哈，我才是正房
河南,豫剧,BV13L411t7MQ,4951.598,给我听爽了
河南,豫剧,BV13L411t7MQ,994.361,手上是戴的美甲吗
河南,豫剧,BV13L411t7MQ,426.393,我*****
河南,豫剧,BV13L411t7MQ,8002.594,包公两头堵啊
河南,豫剧,BV13L411t7MQ,6624.974,好
河南,豫剧,BV13L411t7MQ,3675.733,俺并非强人（强盗），谁要你的银子
河南,豫剧,BV13L411t7MQ,6196.93,弹幕报年龄的一辈子有了
河南,豫剧,BV13L411t7MQ,8112.966,好！！！
河南,豫剧,BV13L411t7MQ,6193.385,26
河南,豫剧,BV13L411t7MQ,1002.311,南方小年的35个朋友晚上好
河南,豫剧,BV13L411t7MQ,7515.282,太正常了
河南,豫剧,BV13L411t7MQ,7441.544,软的不成来硬的了
河南,豫剧,BV13L411t7MQ,7344.307,好！！
河南,豫剧,BV13L411t7MQ,7019.196,包拯：压力暴大了，牢弟等我c
河南,豫剧,BV13L411t7MQ,6190.626,25
河南,豫剧,BV13L411t7MQ,7120.856,总之，该死
河南,豫剧,BV13L411t7MQ,998.999,三十三个，你们好
河南,豫剧,BV13L411t7MQ,4590.083,太有梗了
河南,豫剧,BV13L411t7MQ,4505.398,能
河南,豫剧,BV13L411t7MQ,1346.808,为什么我13岁还觉得这戏好看
河南,豫剧,BV13L411t7MQ,1317.068,我就是13岁
河南,豫剧,BV13L411t7MQ,1303.628,30岁以下的人看这戏的站出来
河南,豫剧,BV13L411t7MQ,1089.368,13岁也爱看
河南,豫剧,BV13L411t7MQ,906.507,中
河南,豫剧,BV13L411t7MQ,437.324,豪出生
河南,豫剧,BV13L411t7MQ,977.908,好！
河南,豫剧,BV13L411t7MQ,4036.357,韩琪家人：6
河南,豫剧,BV13L411t7MQ,1152.337,中文，听不懂就不太常见了
河南,豫剧,BV13L411t7MQ,748.528,在
河南,豫剧,BV13L411t7MQ,7764.765,文银三百两，已经不少了，要知道她只是平民
河南,豫剧,BV13L411t7MQ,1056.22,2025-1-23   90后留
河南,豫剧,BV13L411t7MQ,7761.645,委屈，看得我太委屈了
河南,豫剧,BV13L411t7MQ,6206.745,河南话：鲜，发音为宣
河南,豫剧,BV13L411t7MQ,5982.863,皇姑：气死老娘嘞！
河南,豫剧,BV13L411t7MQ,5527.107,你骂人！
河南,豫剧,BV13L411t7MQ,6178.679,一月23日来报道
河南,豫剧,BV13L411t7MQ,4936.485,河南人还是听豫剧听得懂
河南,豫剧,BV13L411t7MQ,4722.349,好言难劝该死的鬼啊
河南,豫剧,BV13L411t7MQ,3866.592,韩琪真是好人啊
河南,豫剧,BV13L411t7MQ,5213.356,皇帝女婿
河南,豫剧,BV13L411t7MQ,2329.687,王相爷最轻辅助
河南,豫剧,BV13L411t7MQ,2111.944,老艺术家唱的真好，看的我都流眼泪
河南,豫剧,BV13L411t7MQ,8138.173,好！！！～
河南,豫剧,BV13L411t7MQ,7854.23,为了公道
河南,豫剧,BV13L411t7MQ,108.89,有
河南,豫剧,BV13L411t7MQ,3386.259,应该是要见到刀上的血
河南,豫剧,BV13L411t7MQ,5957.387,交付bfn-传qq
河南,豫剧,BV13L411t7MQ,4026.796,天呐
河南,豫剧,BV13L411t7MQ,7940.894,包拯真是真红温了
河南,豫剧,BV13L411t7MQ,7910.998,密码正确
河南,豫剧,BV13L411t7MQ,7176.522,不能再找一个吗
河南,豫剧,BV13L411t7MQ,100.715,有的
河南,豫剧,BV13L411t7MQ,7969.954,好！！！
河南,豫剧,BV13L411t7MQ,4038.137,不合理的怕是没看过赵氏孤儿吧，忠义难全，那就杀身成仁了
河南,豫剧,BV13L411t7MQ,4973.816,现在认下还有转圜的余地
河南,豫剧,BV13L411t7MQ,1055.198,.1月22日15：10
河南,豫剧,BV13L411t7MQ,33.151,你还别说，离远点确实不糊了
河南,豫剧,BV13L411t7MQ,5758.789,黑如mei
河南,豫剧,BV13L411t7MQ,6248.563,2025-1-22
河南,豫剧,BV13L411t7MQ,4089.247,果然黑
河南,豫剧,BV13L411t7MQ,4515.352,12人
河南,豫剧,BV13L411t7MQ,8135.64,彩！
河南,豫剧,BV13L411t7MQ,4181.76,琉璃寺一案？
河南,豫剧,BV13L411t7MQ,2964.606,还指他呢
河南,豫剧,BV13L411t7MQ,8085.089,国太：布豪
河南,豫剧,BV13L411t7MQ,1038.324,11
河南,豫剧,BV13L411t7MQ,1426.851,人渣
河南,豫剧,BV13L411t7MQ,4482.439,1
河南,豫剧,BV13L411t7MQ,4506.271,好
河南,豫剧,BV13L411t7MQ,1640.451,31个人了
河南,豫剧,BV13L411t7MQ,3072.899,相爷，都给他机会了，他还不识相
河南,豫剧,BV13L411t7MQ,575.531,1
河南,豫剧,BV13L411t7MQ,1642.765,1
河南,豫剧,BV13L411t7MQ,768.404,在的
河南,豫剧,BV13L411t7MQ,3889.95,血(人头)
河南,豫剧,BV13L411t7MQ,540.79,1
河南,豫剧,BV13L411t7MQ,6186.305,18
河南,豫剧,BV13L411t7MQ,6186.321,16
河南,豫剧,BV13L411t7MQ,7405.05,2：03：28
河南,豫剧,BV13L411t7MQ,260.024,折合现在就1w块钱
河南,豫剧,BV13L411t7MQ,4492.034,能。
河南,豫剧,BV13L411t7MQ,4354.107,如此说来，响马并非一人，三五成群
河南,豫剧,BV13L411t7MQ,4172.121,《xxx一案》？？
河南,豫剧,BV13L411t7MQ,2501.123,陈世美现在想逃了，因为快讲到他了
河南,豫剧,BV13L411t7MQ,918.316,有人吗？
河南,豫剧,BV13L411t7MQ,181.209,能设置字幕的
河南,豫剧,BV13L411t7MQ,105.67,包好看的
河南,豫剧,BV13L411t7MQ,4038.571,忠义难两全
河南,豫剧,BV13L411t7MQ,1059.094,爱看好看
河南,豫剧,BV13L411t7MQ,605.857,0
河南,豫剧,BV13L411t7MQ,8026.114,上难度了
河南,豫剧,BV13L411t7MQ,6399.221,说了你又不乐意
河南,豫剧,BV13L411t7MQ,3086.1,相爷：给你机会你不中用
河南,豫剧,BV13L411t7MQ,1831.286,他急了
河南,豫剧,BV13L411t7MQ,1782.869,说到点上了
河南,豫剧,BV13L411t7MQ,1889.618,相爷是不是想铲了驸马啊？|ʘᗝʘ|
河南,豫剧,BV13L411t7MQ,2967.287,相爷我你是故意的吧
河南,豫剧,BV13L411t7MQ,2951.412,陈世美：6
河南,豫剧,BV13L411t7MQ,2317.439,陈世美：求你别说了，求求你不要说了
河南,豫剧,BV13L411t7MQ,2305.105,陈世美汗流浃背了吧
河南,豫剧,BV13L411t7MQ,1410.775,上岸第一剑
河南,豫剧,BV13L411t7MQ,4711.23,还在狡辩！
河南,豫剧,BV13L411t7MQ,3079.982,相爷：好小子！！
河南,豫剧,BV13L411t7MQ,2664.618,相爷包知道点什么
河南,豫剧,BV13L411t7MQ,1024.444,看到有那么多人看，有点欣慰
河南,豫剧,BV13L411t7MQ,6639.847,赵匡胤也不保出生
河南,豫剧,BV13L411t7MQ,6600.213,皇帝听了前因后果铁斩陈世美
河南,豫剧,BV13L411t7MQ,6181.228,21马上22
河南,豫剧,BV13L411t7MQ,6434.107,好
河南,豫剧,BV13L411t7MQ,6200.203,50
河南,豫剧,BV13L411t7MQ,6251.156,2025-1-20
河南,豫剧,BV13L411t7MQ,804.011,后摇好长
河南,豫剧,BV13L411t7MQ,768.949,有
河南,豫剧,BV13L411t7MQ,492.792,有人吗
河南,豫剧,BV13L411t7MQ,1079.435,17岁也爱看
河南,豫剧,BV13L411t7MQ,4817.434,一身的红
河南,豫剧,BV13L411t7MQ,7995.778,再尖叫连你也斩，发起疯在座的各位都斩了
河南,豫剧,BV13L411t7MQ,6399.931,小包拯 哈哈哈
河南,豫剧,BV13L411t7MQ,3352.331,一并杀之
河南,豫剧,BV13L411t7MQ,1040.299,15初三爱听
河南,豫剧,BV13L411t7MQ,6237.67,2025-1-20
河南,豫剧,BV13L411t7MQ,6185.308,25
河南,豫剧,BV13L411t7MQ,3681.51,强盗
河南,豫剧,BV13L411t7MQ,3175.982,~哈哈哈哈哈哈哈蠢牛笨马
河南,豫剧,BV13L411t7MQ,2655.087,哈哈哈哈哈坏老头爱听八卦
河南,豫剧,BV13L411t7MQ,2319.994,哈哈哈哈哈哈哈相爷你牛啊
河南,豫剧,BV13L411t7MQ,1877.374,相爷故意的吧哈哈哈哈
河南,豫剧,BV13L411t7MQ,1311.953,没有啊
河南,豫剧,BV13L411t7MQ,7955.605,好！！
河南,豫剧,BV13L411t7MQ,4525.822,1:00
河南,豫剧,BV13L411t7MQ,7873.138,准备开始红温
河南,豫剧,BV13L411t7MQ,6255.382,2025+1
河南,豫剧,BV13L411t7MQ,6243.966,2025*1
河南,豫剧,BV13L411t7MQ,7658.191,受之有愧啊
河南,豫剧,BV13L411t7MQ,7464.891,完蛋
河南,豫剧,BV13L411t7MQ,7126.451,好！
河南,豫剧,BV13L411t7MQ,6474.297,你走后宫我走前朝，步步不让
河南,豫剧,BV13L411t7MQ,6434.237,图穷匕见了这是
河南,豫剧,BV13L411t7MQ,6396.377,谁叫你非要认这个老公，那把大房也认了
河南,豫剧,BV13L411t7MQ,6262.717,纯粹不给底层活路，那就别怪人玩命
河南,豫剧,BV13L411t7MQ,6212.637,好一个不卑不亢
河南,豫剧,BV13L411t7MQ,6039.577,这事按包拯的悄悄处理了也就算了，皇亲国戚非要死缠
河南,豫剧,BV13L411t7MQ,5430.817,你有取死之道
河南,豫剧,BV13L411t7MQ,5197.217,畜生
河南,豫剧,BV13L411t7MQ,5148.697,烈性女子！
河南,豫剧,BV13L411t7MQ,431.2,可恼啊！~
河南,豫剧,BV13L411t7MQ,5010.83,你都要杀她了还怪人告你？
河南,豫剧,BV13L411t7MQ,4680.85,都给了他余地了，奈何老陈死猪不怕开水烫
河南,豫剧,BV13L411t7MQ,4454.35,老包这时候还是想说和的
河南,豫剧,BV13L411t7MQ,4034.635,他必须死啊，交不了差又知道了秘密，陈世美不会放过他
河南,豫剧,BV13L411t7MQ,3403.961,已经疯魔了
河南,豫剧,BV13L411t7MQ,2583.321,老相爷这是变相开脱不许陈世美问责
河南,豫剧,BV13L411t7MQ,1009.56,17
河南,豫剧,BV13L411t7MQ,2090.901,演员泪如雨下啊
河南,豫剧,BV13L411t7MQ,1777.801,骂得好
河南,豫剧,BV13L411t7MQ,6429.554,好！
河南,豫剧,BV13L411t7MQ,6238.641,1.19有个14的
河南,豫剧,BV13L411t7MQ,132.843,+
河南,豫剧,BV13L411t7MQ,2473.394,相爷:吃瓜吃瓜
河南,豫剧,BV13L411t7MQ,4525.454,我看了一个小时了？？？？？
河南,豫剧,BV13L411t7MQ,4408.264,有
河南,豫剧,BV13L411t7MQ,1823.852,表白
河南,豫剧,BV13L411t7MQ,5557.655,包黑子
河南,豫剧,BV13L411t7MQ,5548.299,哈哈哈，急了，开始人身攻击了
河南,豫剧,BV13L411t7MQ,2668.816,听成，开心开心了，哈哈哈哈
河南,豫剧,BV13L411t7MQ,1944.816,哈哈哈
河南,豫剧,BV13L411t7MQ,255.091,字幕也听不懂啊
河南,豫剧,BV13L411t7MQ,1414.955,……
河南,豫剧,BV13L411t7MQ,3251.026,百官之首
河南,豫剧,BV13L411t7MQ,3111.404,不过是个小小的开封府尹 一不是郎
河南,豫剧,BV13L411t7MQ,3107.898,你动不动就提你那弟子包拯
河南,豫剧,BV13L411t7MQ,3065.8,太气人了
河南,豫剧,BV13L411t7MQ,3023.169,随口胡编乱造啊
河南,豫剧,BV13L411t7MQ,2904.375,分明是腹中饿了
河南,豫剧,BV13L411t7MQ,2791.526,嘿嘿，只怕你犯病的时候还在后头哩
河南,豫剧,BV13L411t7MQ,2782.053,我乃病犯一时啊
河南,豫剧,BV13L411t7MQ,2772.602,当年琼林宴上狂风大作，未见你眼中落泪
河南,豫剧,BV13L411t7MQ,2662.702,开戏开戏
河南,豫剧,BV13L411t7MQ,2494.52,相爷，学生我实在是不能奉陪了啊
河南,豫剧,BV13L411t7MQ,1908.263,切莫失了大体
河南,豫剧,BV13L411t7MQ,1764.949,啊相爷你恨着谁来
河南,豫剧,BV13L411t7MQ,1747.046,人不可貌相，只要她嗓门亮吐字清
河南,豫剧,BV13L411t7MQ,1126.934,常言道，患难之交不可忘，糟糠之妻不下堂
河南,豫剧,BV13L411t7MQ,191.866,门官大人
河南,豫剧,BV13L411t7MQ,1030.923,有
河南,豫剧,BV13L411t7MQ,1001.125,24个人，你们好
河南,豫剧,BV13L411t7MQ,164.92,感谢字幕侠
河南,豫剧,BV13L411t7MQ,109.72,小猫版本没看过瘾，来找原版
河南,豫剧,BV13L411t7MQ,6397.358,这下听懂了
河南,豫剧,BV13L411t7MQ,1219.184,跳崖而死
河南,豫剧,BV13L411t7MQ,8079.113,好！！
河南,豫剧,BV13L411t7MQ,1096.147,夫啊夫啊
河南,豫剧,BV13L411t7MQ,6185.572,15
河南,豫剧,BV13L411t7MQ,2578.122,黄字怎么这么多错的
河南,豫剧,BV13L411t7MQ,3449.704,走圆场？
河南,豫剧,BV13L411t7MQ,4469.43,：包拯：照你说来，你还有理？
河南,豫剧,BV13L411t7MQ,4463.552,包拯：面君干什么
河南,豫剧,BV13L411t7MQ,4461.775,驸马：上殿面君
河南,豫剧,BV13L411t7MQ,4460.748,包拯：你要去哪？
河南,豫剧,BV13L411t7MQ,4455.882,驸马：给老子搭轿
河南,豫剧,BV13L411t7MQ,4446.482,驸马：我和你一起同审响马，审来审去怎么审到了本宫的头上
河南,豫剧,BV13L411t7MQ,4440.821,驸马：住口！！！
河南,豫剧,BV13L411t7MQ,4420.219,包拯：说什么她是杀人的响马，分明是你丫的结发夫妻
河南,豫剧,BV13L411t7MQ,4397.907,包拯：你丫太莽撞了
河南,豫剧,BV13L411t7MQ,4382.433,驸马：看剑！
河南,豫剧,BV13L411t7MQ,4335.659,包拯：将王朝的枷去了
河南,豫剧,BV13L411t7MQ,4314.0,驸马：走脱响马如何是好
河南,豫剧,BV13L411t7MQ,4304.645,包拯：响马也罢，王朝也可
河南,豫剧,BV13L411t7MQ,4295.923,驸马：分明是杀人响马，怎说是护卫王朝
河南,豫剧,BV13L411t7MQ,4294.838,包拯：我让他给你报信，你为何把他当做响马
河南,豫剧,BV13L411t7MQ,4248.037,王朝：你让我去给驸马报信，驸马一口咬定是我杀了韩琦
河南,豫剧,BV13L411t7MQ,4196.292,故而将响马带上堂来
河南,豫剧,BV13L411t7MQ,4187.812,我命他出城办事，不料被响马杀害
河南,豫剧,BV13L411t7MQ,4182.948,韩琦是我宫中校尉
河南,豫剧,BV13L411t7MQ,6232.0,2025年1月18号的谁来了？我今年15周岁了，看看还有谁。
河南,豫剧,BV13L411t7MQ,2770.153,这就奇怪了
河南,豫剧,BV13L411t7MQ,2764.76,学生我素有眼疾，迎风落泪
河南,豫剧,BV13L411t7MQ,2759.473,驸马。你为何落泪呀
河南,豫剧,BV13L411t7MQ,2748.8,相爷咱们变作变作（起来动动）
河南,豫剧,BV13L411t7MQ,2657.528,驸马，不怪吧？（我贴脸开大，你不介意吧？哈哈哈哈哈）
河南,豫剧,BV13L411t7MQ,2649.812,唱到恼怒之处，就多骂他几句陈世美
河南,豫剧,BV13L411t7MQ,2641.407,且罢，为了听戏，你就唱下去
河南,豫剧,BV13L411t7MQ,2632.112,你看看这，让她把陈世美三个字减了，她就一句也唱不成了
河南,豫剧,BV13L411t7MQ,2620.972,你不让我唱陈世美三个字，我就一句也唱不成了
河南,豫剧,BV13L411t7MQ,2615.36,相爷，我千苦万苦，就苦在陈世美身上
河南,豫剧,BV13L411t7MQ,2608.752,往后再唱，把陈世美三个字减没了
河南,豫剧,BV13L411t7MQ,2606.392,这一民妇听我吩咐
河南,豫剧,BV13L411t7MQ,2603.312,还是驸马你谅宽
河南,豫剧,BV13L411t7MQ,2598.727,不怪
河南,豫剧,BV13L411t7MQ,2597.327,如此说来，驸马不怪？
河南,豫剧,BV13L411t7MQ,2578.132,常言道仆人犯错罪在主人，老朽不是罪该万死嘛
河南,豫剧,BV13L411t7MQ,2572.039,开口就唱出陈世美三个字，犯驸马君讳
河南,豫剧,BV13L411t7MQ,2568.039,将这一场戏的女子唤迎宫来
河南,豫剧,BV13L411t7MQ,2557.759,呀～相爷，你这是何意呀
河南,豫剧,BV13L411t7MQ,2517.649,有恙无恙还是听着。老朽今天就是不能让你逃
河南,豫剧,BV13L411t7MQ,2509.041,可是有恙了呀
河南,豫剧,BV13L411t7MQ,2503.209,适才饮了几杯冷酒或者是…哎呀呀
河南,豫剧,BV13L411t7MQ,2499.489,这是为何
河南,豫剧,BV13L411t7MQ,2458.109,来来来，喝着听着。往下唱往下唱
河南,豫剧,BV13L411t7MQ,2452.233,说什么（？？？）分明想逃去饮酒，来老夫与你干上一杯
河南,豫剧,BV13L411t7MQ,2448.681,（这里是尿遁？没听清）
河南,豫剧,BV13L411t7MQ,2445.929,驸马那里前去？
河南,豫剧,BV13L411t7MQ,2439.229,相爷，学生抱恙。（它慌啦！）
河南,豫剧,BV13L411t7MQ,1944.508,茶到
河南,豫剧,BV13L411t7MQ,1927.119,让这一场戏女子润润喉咙，好与你家驸马爷唱戏呀
河南,豫剧,BV13L411t7MQ,1924.963,门官，快去端杯好茶来
河南,豫剧,BV13L411t7MQ,1918.557,常言道，听戏添头添尾，有始有终
河南,豫剧,BV13L411t7MQ,6238.988,加一
河南,豫剧,BV13L411t7MQ,1912.172,不要把事闹大的意思
河南,豫剧,BV13L411t7MQ,1869.962,那就让她廊下去唱
河南,豫剧,BV13L411t7MQ,1858.244,什么好戏没听过，可是她唱成一个哭戏也别有风味呀
河南,豫剧,BV13L411t7MQ,1854.505,老朽也是饱经沧桑
河南,豫剧,BV13L411t7MQ,7467.055,这是太后 ，那个皇姑就是皇上的妹妹，皇上和皇姑都是这个太后的子女
河南,豫剧,BV13L411t7MQ,1852.564,驸马本是当朝新贵
河南,豫剧,BV13L411t7MQ,1843.305,她，哭哭啼啼成何体统
河南,豫剧,BV13L411t7MQ,1836.341,今日乃是学生寿诞之日
河南,豫剧,BV13L411t7MQ,1831.876,一字一句都不合你的口味
河南,豫剧,BV13L411t7MQ,1828.676,怎么驸马与这场戏女子这般无缘
河南,豫剧,BV13L411t7MQ,1822.793,给我打出去
河南,豫剧,BV13L411t7MQ,1818.353,但只会（biaobo）？我这苦楚的一生啊
河南,豫剧,BV13L411t7MQ,1814.612,两汉隋唐
河南,豫剧,BV13L411t7MQ,1811.531,民妇不晓知什么春秋列国
河南,豫剧,BV13L411t7MQ,1806.555,看看一段驸马听的悦耳，定有重赏
河南,豫剧,BV13L411t7MQ,1801.254,↑↑↑有什么好词
河南,豫剧,BV13L411t7MQ,1799.751,不管春秋列国，两汉隋唐，有什么好事
河南,豫剧,BV13L411t7MQ,1798.242,唱戏民妇请了
河南,豫剧,BV13L411t7MQ,1792.834,险些让老朽有兴而来，败兴而归
河南,豫剧,BV13L411t7MQ,1789.366,一句戏言
河南,豫剧,BV13L411t7MQ,1787.366,怎不？？你是句戏言
河南,豫剧,BV13L411t7MQ,1781.417,学生来一句戏言，相爷莫怪
河南,豫剧,BV13L411t7MQ,1777.341,才落得抛头露面，传唱度日
河南,豫剧,BV13L411t7MQ,1771.9,可恨，她会嫁到一个好丈夫
河南,豫剧,BV13L411t7MQ,1768.26,你恨着谁来？
河南,豫剧,BV13L411t7MQ,1765.18,啊，相爷
河南,豫剧,BV13L411t7MQ,1763.02,可气呀
河南,豫剧,BV13L411t7MQ,1761.634,哎，可恨呐
河南,豫剧,BV13L411t7MQ,1757.354,深恐有失大雅
河南,豫剧,BV13L411t7MQ,4318.516,弹幕能不能帮个忙，翻译一下？没听懂
河南,豫剧,BV13L411t7MQ,1755.318,厅堂之上宾客如云
河南,豫剧,BV13L411t7MQ,1750.61,管她穿戴作甚
河南,豫剧,BV13L411t7MQ,1750.61,管她的穿戴作甚
河南,豫剧,BV13L411t7MQ,741.035,看着呢
河南,豫剧,BV13L411t7MQ,103.66,有有有
河南,豫剧,BV13L411t7MQ,12.22,神奇画质，但不影响看
河南,豫剧,BV13L411t7MQ,1741.575,岂不有辱斯文
河南,豫剧,BV13L411t7MQ,1736.958,你看她衣衫褴褛，蓬头垢面
河南,豫剧,BV13L411t7MQ,1723.163,给我赶出去
河南,豫剧,BV13L411t7MQ,1719.44,上前见过驸马
河南,豫剧,BV13L411t7MQ,1715.755,见过相爷
河南,豫剧,BV13L411t7MQ,1693.205,相爷请酒
河南,豫剧,BV13L411t7MQ,1683.159,遵命
河南,豫剧,BV13L411t7MQ,1674.903,苍头（指奴仆），快去大街招一请唱之人
河南,豫剧,BV13L411t7MQ,1667.87,以老朽之见，不如到大街上招来一个，与咱清唱清唱，你看如何
河南,豫剧,BV13L411t7MQ,1649.241,以相爷只见呢
河南,豫剧,BV13L411t7MQ,1648.221,有些观之不雅
河南,豫剧,BV13L411t7MQ,1641.021,真乃闷酒难饮
河南,豫剧,BV13L411t7MQ,1635.938,相爷为何闷闷不乐
河南,豫剧,BV13L411t7MQ,1615.912,相爷请酒
河南,豫剧,BV13L411t7MQ,1597.923,酒宴伺候
河南,豫剧,BV13L411t7MQ,1574.483,学生我怎敢受此厚礼
河南,豫剧,BV13L411t7MQ,1570.454,相爷师傅驾临，乃是蓬荜生辉
河南,豫剧,BV13L411t7MQ,1562.297,今日八月中秋，乃是驸马寿辰
河南,豫剧,BV13L411t7MQ,1553.288,礼单奉上
河南,豫剧,BV13L411t7MQ,1553.003,在
河南,豫剧,BV13L411t7MQ,1553.003,来
河南,豫剧,BV13L411t7MQ,1531.979,驸马
河南,豫剧,BV13L411t7MQ,1530.85,相爷
河南,豫剧,BV13L411t7MQ,1529.287,恭贺驸马大喜
河南,豫剧,BV13L411t7MQ,1445.287,出去！出去！
河南,豫剧,BV13L411t7MQ,1260.621,俺爷爷奶奶都死了，俺娘好不容易找到了你
河南,豫剧,BV13L411t7MQ,1177.924,哪个时间，为妾我出的宫去，逢沟，沟下死
河南,豫剧,BV13L411t7MQ,1163.738,孩子有了吃穿，也就不想念他们的娘亲了
河南,豫剧,BV13L411t7MQ,1159.274,你将他们收留孤院，给他们个饭饱衣暖
河南,豫剧,BV13L411t7MQ,1153.908,那英哥冬梅乃是你陈门的骨肉
河南,豫剧,BV13L411t7MQ,1149.956,夫妻之情暂时不讲
河南,豫剧,BV13L411t7MQ,7939.226,每次看到这里必落泪
河南,豫剧,BV13L411t7MQ,2555.099,出戏出戏
河南,豫剧,BV13L411t7MQ,7446.301,圣旨下，请听旨！
河南,豫剧,BV13L411t7MQ,7351.245,这就是底气，做人有这底气，无事不成
河南,豫剧,BV13L411t7MQ,7124.834,包丞！你失了君臣之义理了！
河南,豫剧,BV13L411t7MQ,7119.784,依亲？该杀啊！！！
河南,豫剧,BV13L411t7MQ,7116.778,依律？该斩！
河南,豫剧,BV13L411t7MQ,7115.413,臣堂堂县委，句句属实
河南,豫剧,BV13L411t7MQ,7111.023,凡事不能偏听一面之词
河南,豫剧,BV13L411t7MQ,7103.282,欺君罔上，抛父弃母，杀妻灭子去了！
河南,豫剧,BV13L411t7MQ,7101.527,原告秦香莲
河南,豫剧,BV13L411t7MQ,7095.218,有人将他告下
河南,豫剧,BV13L411t7MQ,6981.375,气黑，气到昏了
河南,豫剧,BV13L411t7MQ,6549.583,小女孩的思想，出事就找娘
河南,豫剧,BV13L411t7MQ,6494.599,死了秦，我丢大颜
河南,豫剧,BV13L411t7MQ,6492.983,公主发现完了，怎么一下子要踏了，死驸马成寡妇
河南,豫剧,BV13L411t7MQ,68.762,开了字幕发现和视频自带字幕　完全不同
河南,豫剧,BV13L411t7MQ,4044.095,而按照道义来说，陈世美才是那个王八蛋，该死的，所以他不能，杀掉秦香莲三人，只能选择自杀
河南,豫剧,BV13L411t7MQ,4041.695,因为忠义不能两全，如如果要尽忠的话，就是听陈世美的话，把他们三个都杀掉
河南,豫剧,BV13L411t7MQ,6123.251,帅
河南,豫剧,BV13L411t7MQ,6966.23,清点战绩
河南,豫剧,BV13L411t7MQ,3395.921,够毒够毒，骑驴看唱本，走着瞧
河南,豫剧,BV13L411t7MQ,3064.128,想死的人怎么也拦不住在去的路上，一去不复返
河南,豫剧,BV13L411t7MQ,4409.569,有
河南,豫剧,BV13L411t7MQ,1890.039,我觉得他已经有所知了，相爷是在点他呢
